CATEGORIES,Price_Type,Value_Type,MonthNum,Year,Month_Name,Date,Sales_R_Millions
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,12,2022,December,2022-12-01,9070
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,1,2023,January,2023-01-01,9106
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2,2023,February,2023-02-01,9492
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,3,2023,March,2023-03-01,9369
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,4,2023,April,2023-04-01,9404
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,5,2023,May,2023-05-01,8997
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,6,2023,June,2023-06-01,9595
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,7,2023,July,2023-07-01,9481
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,8,2023,August,2023-08-01,9314
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,9,2023,September,2023-09-01,9672
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,10,2023,October,2023-10-01,9548
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,11,2023,November,2023-11-01,9465
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,12,2023,December,2023-12-01,9574
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,1,2024,January,2024-01-01,9419
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2,2024,February,2024-02-01,9911
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,3,2024,March,2024-03-01,9796
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,4,2024,April,2024-04-01,9495
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,5,2024,May,2024-05-01,9816
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,6,2024,June,2024-06-01,9869
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,7,2024,July,2024-07-01,9722
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,8,2024,August,2024-08-01,10130
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,9,2024,September,2024-09-01,9663
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,10,2024,October,2024-10-01,9808
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,11,2024,November,2024-11-01,9971
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,12,2024,December,2024-12-01,10032
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,1,2025,January,2025-01-01,10275
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2,2025,February,2025-02-01,9805
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,3,2025,March,2025-03-01,9860
"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,4,2025,April,2025-04-01,10215
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2008,January,2008-01-01,2506
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2008,February,2008-02-01,2717
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2008,March,2008-03-01,2515
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2008,April,2008-04-01,2586
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2008,May,2008-05-01,2539
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2008,June,2008-06-01,2590
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2008,July,2008-07-01,2741
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2008,August,2008-08-01,2680
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2008,September,2008-09-01,2740
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2008,October,2008-10-01,2736
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2008,November,2008-11-01,2772
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2008,December,2008-12-01,2844
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2009,January,2009-01-01,2796
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2009,February,2009-02-01,2811
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2009,March,2009-03-01,2958
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2009,April,2009-04-01,2950
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2009,May,2009-05-01,2997
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2009,June,2009-06-01,3185
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2009,July,2009-07-01,3076
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2009,August,2009-08-01,3217
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2009,September,2009-09-01,3168
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2009,October,2009-10-01,3136
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2009,November,2009-11-01,3169
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2009,December,2009-12-01,3135
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2010,January,2010-01-01,3246
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2010,February,2010-02-01,3320
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2010,March,2010-03-01,3393
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2010,April,2010-04-01,3433
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2010,May,2010-05-01,3486
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2010,June,2010-06-01,3461
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2010,July,2010-07-01,3585
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2010,August,2010-08-01,3494
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2010,September,2010-09-01,3592
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2010,October,2010-10-01,3723
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2010,November,2010-11-01,3726
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2010,December,2010-12-01,3937
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2011,January,2011-01-01,3807
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2011,February,2011-02-01,3750
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2011,March,2011-03-01,3649
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2011,April,2011-04-01,3798
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2011,May,2011-05-01,3748
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2011,June,2011-06-01,3797
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2011,July,2011-07-01,3830
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2011,August,2011-08-01,3849
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2011,September,2011-09-01,3907
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2011,October,2011-10-01,3947
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2011,November,2011-11-01,3981
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2011,December,2011-12-01,4107
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2012,January,2012-01-01,4038
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2012,February,2012-02-01,3928
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2012,March,2012-03-01,4071
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2012,April,2012-04-01,4019
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2012,May,2012-05-01,4066
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2012,June,2012-06-01,4221
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2012,July,2012-07-01,4148
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2012,August,2012-08-01,4151
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2012,September,2012-09-01,4161
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2012,October,2012-10-01,4128
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2012,November,2012-11-01,4157
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2012,December,2012-12-01,4153
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2013,January,2013-01-01,4151
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2013,February,2013-02-01,4189
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2013,March,2013-03-01,4095
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2013,April,2013-04-01,4293
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2013,May,2013-05-01,4258
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2013,June,2013-06-01,4290
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2013,July,2013-07-01,4289
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2013,August,2013-08-01,4308
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2013,September,2013-09-01,4272
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2013,October,2013-10-01,4343
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2013,November,2013-11-01,4373
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2013,December,2013-12-01,4376
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2014,January,2014-01-01,4434
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2014,February,2014-02-01,4426
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2014,March,2014-03-01,4318
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2014,April,2014-04-01,4410
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2014,May,2014-05-01,4498
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2014,June,2014-06-01,4546
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2014,July,2014-07-01,4573
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2014,August,2014-08-01,4613
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2014,September,2014-09-01,4677
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2014,October,2014-10-01,4665
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2014,November,2014-11-01,4660
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2014,December,2014-12-01,4825
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2015,January,2015-01-01,4734
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2015,February,2015-02-01,4698
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2015,March,2015-03-01,4855
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2015,April,2015-04-01,4888
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2015,May,2015-05-01,4935
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2015,June,2015-06-01,4893
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2015,July,2015-07-01,4964
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2015,August,2015-08-01,4991
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2015,September,2015-09-01,5078
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2015,October,2015-10-01,5248
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2015,November,2015-11-01,5219
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2015,December,2015-12-01,5281
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2016,January,2016-01-01,5281
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2016,February,2016-02-01,5317
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2016,March,2016-03-01,5336
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2016,April,2016-04-01,5456
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2016,May,2016-05-01,5445
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2016,June,2016-06-01,5683
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2016,July,2016-07-01,5556
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2016,August,2016-08-01,5634
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2016,September,2016-09-01,5662
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2016,October,2016-10-01,5647
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2016,November,2016-11-01,5733
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2016,December,2016-12-01,5744
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2017,January,2017-01-01,5804
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2017,February,2017-02-01,5864
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2017,March,2017-03-01,5993
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2017,April,2017-04-01,5958
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2017,May,2017-05-01,6058
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2017,June,2017-06-01,6011
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2017,July,2017-07-01,6147
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2017,August,2017-08-01,6155
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2017,September,2017-09-01,6159
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2017,October,2017-10-01,6240
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2017,November,2017-11-01,6291
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2017,December,2017-12-01,6398
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2018,January,2018-01-01,6256
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2018,February,2018-02-01,6498
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2018,March,2018-03-01,6715
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2018,April,2018-04-01,6403
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2018,May,2018-05-01,6377
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2018,June,2018-06-01,6486
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2018,July,2018-07-01,6398
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2018,August,2018-08-01,6486
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2018,September,2018-09-01,6581
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2018,October,2018-10-01,6637
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2018,November,2018-11-01,6689
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2018,December,2018-12-01,6416
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2019,January,2019-01-01,6769
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2019,February,2019-02-01,6764
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2019,March,2019-03-01,6748
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2019,April,2019-04-01,6917
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2019,May,2019-05-01,6952
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2019,June,2019-06-01,7018
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2019,July,2019-07-01,7045
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2019,August,2019-08-01,6916
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2019,September,2019-09-01,6984
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2019,October,2019-10-01,6989
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2019,November,2019-11-01,7006
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2019,December,2019-12-01,7023
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2020,January,2020-01-01,7089
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2020,February,2020-02-01,7112
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2020,March,2020-03-01,8164
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2020,April,2020-04-01,6237
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2020,May,2020-05-01,6987
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2020,June,2020-06-01,7186
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2020,July,2020-07-01,7511
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2020,August,2020-08-01,7864
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2020,September,2020-09-01,6919
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2020,October,2020-10-01,6786
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2020,November,2020-11-01,7246
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2020,December,2020-12-01,7599
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2021,January,2021-01-01,8108
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2021,February,2021-02-01,7326
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2021,March,2021-03-01,7619
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2021,April,2021-04-01,7643
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2021,May,2021-05-01,7761
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2021,June,2021-06-01,8076
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2021,July,2021-07-01,7918
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2021,August,2021-08-01,8394
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2021,September,2021-09-01,8130
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2021,October,2021-10-01,8262
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2021,November,2021-11-01,8271
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2021,December,2021-12-01,8341
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2022,January,2022-01-01,8319
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2022,February,2022-02-01,8364
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2022,March,2022-03-01,8384
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2022,April,2022-04-01,8391
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2022,May,2022-05-01,8292
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2022,June,2022-06-01,8240
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2022,July,2022-07-01,8360
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2022,August,2022-08-01,8792
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2022,September,2022-09-01,8311
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2022,October,2022-10-01,8435
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2022,November,2022-11-01,8529
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2022,December,2022-12-01,8525
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2023,January,2023-01-01,8636
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2023,February,2023-02-01,8660
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2023,March,2023-03-01,8692
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2023,April,2023-04-01,8598
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2023,May,2023-05-01,8668
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2023,June,2023-06-01,8801
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2023,July,2023-07-01,8728
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2023,August,2023-08-01,8669
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2023,September,2023-09-01,8908
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2023,October,2023-10-01,8800
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2023,November,2023-11-01,8958
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2023,December,2023-12-01,9000
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2024,January,2024-01-01,8949
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2024,February,2024-02-01,9510
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2024,March,2024-03-01,8840
