CATEGORIES,Price_Type,Value_Type,MonthNum,Year,Month_Name,Date,Sales_R_Millions
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2024,April,2024-04-01,9392
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,5,2024,May,2024-05-01,9398
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,6,2024,June,2024-06-01,9294
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,7,2024,July,2024-07-01,9506
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,8,2024,August,2024-08-01,9256
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,9,2024,September,2024-09-01,9418
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,10,2024,October,2024-10-01,9651
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,11,2024,November,2024-11-01,9521
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,12,2024,December,2024-12-01,9651
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,1,2025,January,2025-01-01,9864
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2,2025,February,2025-02-01,9742
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,3,2025,March,2025-03-01,9803
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,4,2025,April,2025-04-01,9918
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,1,2008,January,2008-01-01,6059
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2,2008,February,2008-02-01,6153
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,3,2008,March,2008-03-01,6136
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,4,2008,April,2008-04-01,6261
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,5,2008,May,2008-05-01,6028
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,6,2008,June,2008-06-01,6673
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,7,2008,July,2008-07-01,6426
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,8,2008,August,2008-08-01,6475
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,9,2008,September,2008-09-01,6349
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,10,2008,October,2008-10-01,6576
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,11,2008,November,2008-11-01,6588
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,12,2008,December,2008-12-01,6639
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,1,2009,January,2009-01-01,6395
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2,2009,February,2009-02-01,6504
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,3,2009,March,2009-03-01,6407
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,4,2009,April,2009-04-01,6499
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,5,2009,May,2009-05-01,6616
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,6,2009,June,2009-06-01,6562
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,7,2009,July,2009-07-01,6684
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,8,2009,August,2009-08-01,6647
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,9,2009,September,2009-09-01,6708
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,10,2009,October,2009-10-01,6789
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,11,2009,November,2009-11-01,6498
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,12,2009,December,2009-12-01,7066
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,1,2010,January,2010-01-01,7084
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2,2010,February,2010-02-01,7074
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,3,2010,March,2010-03-01,7064
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,4,2010,April,2010-04-01,7112
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,5,2010,May,2010-05-01,6978
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,6,2010,June,2010-06-01,7340
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,7,2010,July,2010-07-01,7237
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,8,2010,August,2010-08-01,7341
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,9,2010,September,2010-09-01,7320
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,10,2010,October,2010-10-01,7257
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,11,2010,November,2010-11-01,7321
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,12,2010,December,2010-12-01,7260
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,1,2011,January,2011-01-01,7470
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2,2011,February,2011-02-01,7429
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,3,2011,March,2011-03-01,7555
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,4,2011,April,2011-04-01,7783
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,5,2011,May,2011-05-01,7211
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,6,2011,June,2011-06-01,7671
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,7,2011,July,2011-07-01,7793
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,8,2011,August,2011-08-01,7811
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,9,2011,September,2011-09-01,7980
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,10,2011,October,2011-10-01,8370
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,11,2011,November,2011-11-01,8181
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,12,2011,December,2011-12-01,8208
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,1,2012,January,2012-01-01,8223
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2,2012,February,2012-02-01,7672
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,3,2012,March,2012-03-01,8497
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,4,2012,April,2012-04-01,8629
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,5,2012,May,2012-05-01,8225
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,6,2012,June,2012-06-01,8868
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,7,2012,July,2012-07-01,8528
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,8,2012,August,2012-08-01,8897
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,9,2012,September,2012-09-01,8916
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,10,2012,October,2012-10-01,8880
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,11,2012,November,2012-11-01,8952
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,12,2012,December,2012-12-01,8798
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,1,2013,January,2013-01-01,8888
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2,2013,February,2013-02-01,8959
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,3,2013,March,2013-03-01,9056
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,4,2013,April,2013-04-01,9416
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,5,2013,May,2013-05-01,9570
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,6,2013,June,2013-06-01,9733
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,7,2013,July,2013-07-01,9563
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,8,2013,August,2013-08-01,9743
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,9,2013,September,2013-09-01,9938
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,10,2013,October,2013-10-01,9958
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,11,2013,November,2013-11-01,9836
"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,12,2013,December,2013-12-01,9601
